Id,section,instance_type,instance_category,participant,database,answer,database_type
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,DrugBank,References,Academia
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,DrugBank,Other form,Academia
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,DrugBank,Target,Academia
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,DrugBank,Action on target,Academia
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,DrugBank,Substance effect,Academia
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,DrugBank,Toxicology,Academia
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,DrugBank,References,Academia
C3055,CPD_biodata,compound,FDA,305,DrugBank,Target,Academia
C3055,CPD_biodata,compound,FDA,305,DrugBank,Action on target,Academia
C3055,CPD_biodata,compound,FDA,305,DrugBank,Substance effect,Academia
C3055,CPD_biodata,compound,FDA,305,DrugBank,Toxicology,Academia
T3051,TAR_biodata,target,gpcr,305,DrugBank,Target family page,Academia
T3051,TAR_biodata,target,gpcr,305,DrugBank,Ligand list,Academia
T3051,TAR_biodata,target,gpcr,305,DrugBank,Target description,Academia
T3051,TAR_biodata,target,gpcr,305,DrugBank,Classification tree,Academia
T3052,TAR_biodata,target,gpcr,305,DrugBank,Target family page,Academia
T3052,TAR_biodata,target,gpcr,305,DrugBank,Ligand list,Academia
T3052,TAR_biodata,target,gpcr,305,DrugBank,Target description,Academia
T3052,TAR_biodata,target,gpcr,305,DrugBank,Classification tree,Academia
T3053,TAR_biodata,target,transporter,305,DrugBank,Target family page,Academia
T3053,TAR_biodata,target,transporter,305,DrugBank,Ligand list,Academia
T3053,TAR_biodata,target,transporter,305,DrugBank,Target description,Academia
C3051,CPD_search,compound,LEAD,305,TargetMol,Synonym 1,Vendor
C3051,CPD_search,compound,LEAD,305,TargetMol,CAS number,Vendor
C3052,CPD_search,compound,LEAD,305,TargetMol,Synonym 1,Vendor
C3052,CPD_search,compound,LEAD,305,TargetMol,Synonym 3,Vendor
C3052,CPD_search,compound,LEAD,305,TargetMol,CAS number,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,TargetMol,Synonym 1,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,TargetMol,Synonym 3,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,TargetMol,CAS number,Vendor
C3054,CPD_search,compound,CLINICAL_TRIALS,305,TargetMol,Synonym 1,Vendor
C3054,CPD_search,compound,CLINICAL_TRIALS,305,TargetMol,CAS number,Vendor
C3055,CPD_search,compound,FDA,305,TargetMol,Synonym 1,Vendor
C3055,CPD_search,compound,FDA,305,TargetMol,Synonym 3,Vendor
C3055,CPD_search,compound,FDA,305,TargetMol,CAS number,Vendor
T3051,TAR_search,target,gpcr,305,TargetMol,Not found,Vendor
T3052,TAR_search,target,gpcr,305,TargetMol,Synonym 3,Vendor
T3053,TAR_search,target,transporter,305,TargetMol,Synonym 3,Vendor
C3051,CPD_biodata,compound,LEAD,305,TargetMol,Target,Vendor
C3051,CPD_biodata,compound,LEAD,305,TargetMol,Action on target,Vendor
C3051,CPD_biodata,compound,LEAD,305,TargetMol,In vivo data,Vendor
C3051,CPD_biodata,compound,LEAD,305,TargetMol,Assay details,Vendor
C3051,CPD_biodata,compound,LEAD,305,TargetMol,Toxicology,Vendor
C3051,CPD_biodata,compound,LEAD,305,TargetMol,References,Vendor
C3052,CPD_biodata,compound,LEAD,305,TargetMol,Target,Vendor
C3052,CPD_biodata,compound,LEAD,305,TargetMol,Action on target,Vendor
C3052,CPD_biodata,compound,LEAD,305,TargetMol,In vivo data,Vendor
C3052,CPD_biodata,compound,LEAD,305,TargetMol,Assay details,Vendor
C3052,CPD_biodata,compound,LEAD,305,TargetMol,Toxicology,Vendor
C3052,CPD_biodata,compound,LEAD,305,TargetMol,References,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,TargetMol,Other form,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,TargetMol,Target,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,TargetMol,Action on target,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,TargetMol,Disease,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,TargetMol,References,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,TargetMol,Other form,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,TargetMol,Target,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,TargetMol,Action on target,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,TargetMol,Substance effect,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,TargetMol,Toxicology,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,TargetMol,References,Vendor
C3055,CPD_biodata,compound,FDA,305,TargetMol,Target,Vendor
C3055,CPD_biodata,compound,FDA,305,TargetMol,Action on target,Vendor
C3055,CPD_biodata,compound,FDA,305,TargetMol,Substance effect,Vendor
C3055,CPD_biodata,compound,FDA,305,TargetMol,Disease,Vendor
C3055,CPD_biodata,compound,FDA,305,TargetMol,References,Vendor
T3051,TAR_biodata,target,gpcr,305,TargetMol,Not found,Vendor
T3052,TAR_biodata,target,gpcr,305,TargetMol,Ligand list,Vendor
T3053,TAR_biodata,target,transporter,305,TargetMol,Ligand list,Vendor
C3051,CPD_search,compound,LEAD,305,MedChemExpress,Synonym 1,Vendor
C3051,CPD_search,compound,LEAD,305,MedChemExpress,CAS number,Vendor
C3052,CPD_search,compound,LEAD,305,MedChemExpress,Synonym 1,Vendor
C3052,CPD_search,compound,LEAD,305,MedChemExpress,Synonym 3,Vendor
C3052,CPD_search,compound,LEAD,305,MedChemExpress,CAS number,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,MedChemExpress,Synonym 1,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,MedChemExpress,Synonym 3,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,MedChemExpress,CAS number,Vendor
C3054,CPD_search,compound,CLINICAL_TRIALS,305,MedChemExpress,Synonym 1,Vendor
C3055,CPD_search,compound,FDA,305,MedChemExpress,Synonym 1,Vendor
C3055,CPD_search,compound,FDA,305,MedChemExpress,Synonym 3,Vendor
C3055,CPD_search,compound,FDA,305,MedChemExpress,CAS number,Vendor
T3051,TAR_search,target,gpcr,305,MedChemExpress,Not found,Vendor
T3052,TAR_search,target,gpcr,305,MedChemExpress,Synonym 1,Vendor
T3052,TAR_search,target,gpcr,305,MedChemExpress,Synonym 3,Vendor
T3053,TAR_search,target,transporter,305,MedChemExpress,Synonym 1,Vendor
C3051,CPD_biodata,compound,LEAD,305,MedChemExpress,Target,Vendor
C3051,CPD_biodata,compound,LEAD,305,MedChemExpress,Action on target,Vendor
C3051,CPD_biodata,compound,LEAD,305,MedChemExpress,In vivo data,Vendor
C3051,CPD_biodata,compound,LEAD,305,MedChemExpress,Assay details,Vendor
C3051,CPD_biodata,compound,LEAD,305,MedChemExpress,Toxicology,Vendor
C3051,CPD_biodata,compound,LEAD,305,MedChemExpress,References,Vendor
C3052,CPD_biodata,compound,LEAD,305,MedChemExpress,Target,Vendor
C3052,CPD_biodata,compound,LEAD,305,MedChemExpress,Action on target,Vendor
C3052,CPD_biodata,compound,LEAD,305,MedChemExpress,In vivo data,Vendor
C3052,CPD_biodata,compound,LEAD,305,MedChemExpress,Assay details,Vendor
C3052,CPD_biodata,compound,LEAD,305,MedChemExpress,Toxicology,Vendor
C3052,CPD_biodata,compound,LEAD,305,MedChemExpress,References,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,MedChemExpress,Other form,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,MedChemExpress,Target,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,MedChemExpress,Action on target,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,MedChemExpress,Disease,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,MedChemExpress,In vivo data,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,MedChemExpress,Assay details,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,MedChemExpress,Toxicology,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,MedChemExpress,References,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,MedChemExpress,Other form,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,MedChemExpress,Target,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,MedChemExpress,Action on target,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,MedChemExpress,Substance effect,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,MedChemExpress,Disease,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,MedChemExpress,In vivo data,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,MedChemExpress,Assay details,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,MedChemExpress,Toxicology,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,MedChemExpress,References,Vendor
C3055,CPD_biodata,compound,FDA,305,MedChemExpress,Target,Vendor
C3055,CPD_biodata,compound,FDA,305,MedChemExpress,Action on target,Vendor
C3055,CPD_biodata,compound,FDA,305,MedChemExpress,Substance effect,Vendor
C3055,CPD_biodata,compound,FDA,305,MedChemExpress,Disease,Vendor
C3055,CPD_biodata,compound,FDA,305,MedChemExpress,In vivo data,Vendor
C3055,CPD_biodata,compound,FDA,305,MedChemExpress,Assay details,Vendor
C3055,CPD_biodata,compound,FDA,305,MedChemExpress,Toxicology,Vendor
C3055,CPD_biodata,compound,FDA,305,MedChemExpress,References,Vendor
T3051,TAR_biodata,target,gpcr,305,MedChemExpress,Not found,Vendor
T3052,TAR_biodata,target,gpcr,305,MedChemExpress,Target family page,Vendor
T3052,TAR_biodata,target,gpcr,305,MedChemExpress,Ligand list,Vendor
T3052,TAR_biodata,target,gpcr,305,MedChemExpress,Target description,Vendor
T3053,TAR_biodata,target,transporter,305,MedChemExpress,Ligand list,Vendor
C3051,CPD_search,compound,LEAD,305,SelleckChem,Synonym 1,Vendor
C3051,CPD_search,compound,LEAD,305,SelleckChem,CAS number,Vendor
C3052,CPD_search,compound,LEAD,305,SelleckChem,Synonym 1,Vendor
C3052,CPD_search,compound,LEAD,305,SelleckChem,Synonym 3,Vendor
C3052,CPD_search,compound,LEAD,305,SelleckChem,CAS number,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,SelleckChem,Synonym 1,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,SelleckChem,CAS number,Vendor
C3054,CPD_search,compound,CLINICAL_TRIALS,305,SelleckChem,Not found,Vendor
C3055,CPD_search,compound,FDA,305,SelleckChem,Synonym 1,Vendor
C3055,CPD_search,compound,FDA,305,SelleckChem,Synonym 3,Vendor
C3055,CPD_search,compound,FDA,305,SelleckChem,CAS number,Vendor
T3051,TAR_search,target,gpcr,305,SelleckChem,Not found,Vendor
T3052,TAR_search,target,gpcr,305,SelleckChem,Not found,Vendor
T3053,TAR_search,target,transporter,305,SelleckChem,Not found,Vendor
C3051,CPD_biodata,compound,LEAD,305,SelleckChem,Target,Vendor
C3051,CPD_biodata,compound,LEAD,305,SelleckChem,Action on target,Vendor
C3051,CPD_biodata,compound,LEAD,305,SelleckChem,Assay details,Vendor
C3051,CPD_biodata,compound,LEAD,305,SelleckChem,Toxicology,Vendor
C3051,CPD_biodata,compound,LEAD,305,SelleckChem,References,Vendor
C3052,CPD_biodata,compound,LEAD,305,SelleckChem,Target,Vendor
C3052,CPD_biodata,compound,LEAD,305,SelleckChem,Action on target,Vendor
C3052,CPD_biodata,compound,LEAD,305,SelleckChem,In vivo data,Vendor
C3052,CPD_biodata,compound,LEAD,305,SelleckChem,Assay details,Vendor
C3052,CPD_biodata,compound,LEAD,305,SelleckChem,Toxicology,Vendor
C3052,CPD_biodata,compound,LEAD,305,SelleckChem,References,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,SelleckChem,Other form,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,SelleckChem,Target,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,SelleckChem,Action on target,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,SelleckChem,In vivo data,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,SelleckChem,Assay details,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,SelleckChem,Toxicology,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,SelleckChem,References,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,SelleckChem,Not found,Vendor
C3055,CPD_biodata,compound,FDA,305,SelleckChem,Target,Vendor
C3055,CPD_biodata,compound,FDA,305,SelleckChem,Action on target,Vendor
C3055,CPD_biodata,compound,FDA,305,SelleckChem,Substance effect,Vendor
C3055,CPD_biodata,compound,FDA,305,SelleckChem,Disease,Vendor
C3055,CPD_biodata,compound,FDA,305,SelleckChem,References,Vendor
T3051,TAR_biodata,target,gpcr,305,SelleckChem,Ligand list,Vendor
T3052,TAR_biodata,target,gpcr,305,SelleckChem,Ligand list,Vendor
T3053,TAR_biodata,target,transporter,305,SelleckChem,Ligand list,Vendor
C3051,CPD_search,compound,LEAD,305,Toronto Research Chemicals,Synonym 1,Vendor
C3051,CPD_search,compound,LEAD,305,Toronto Research Chemicals,CAS number,Vendor
C3052,CPD_search,compound,LEAD,305,Toronto Research Chemicals,Synonym 1,Vendor
C3052,CPD_search,compound,LEAD,305,Toronto Research Chemicals,Synonym 3,Vendor
C3052,CPD_search,compound,LEAD,305,Toronto Research Chemicals,CAS number,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,Toronto Research Chemicals,Synonym 1,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,Toronto Research Chemicals,Synonym 3,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,Toronto Research Chemicals,CAS number,Vendor
C3054,CPD_search,compound,CLINICAL_TRIALS,305,Toronto Research Chemicals,Synonym 1,Vendor
C3054,CPD_search,compound,CLINICAL_TRIALS,305,Toronto Research Chemicals,CAS number,Vendor
C3055,CPD_search,compound,FDA,305,Toronto Research Chemicals,Synonym 1,Vendor
C3055,CPD_search,compound,FDA,305,Toronto Research Chemicals,Synonym 3,Vendor
C3055,CPD_search,compound,FDA,305,Toronto Research Chemicals,CAS number,Vendor
C3055,CPD_search,compound,FDA,305,Toronto Research Chemicals,Structure search,Vendor
T3051,TAR_search,target,gpcr,305,Toronto Research Chemicals,Not found,Vendor
T3052,TAR_search,target,gpcr,305,Toronto Research Chemicals,Not found,Vendor
T3053,TAR_search,target,transporter,305,Toronto Research Chemicals,Not found,Vendor
C3051,CPD_biodata,compound,LEAD,305,Toronto Research Chemicals,Target,Vendor
C3051,CPD_biodata,compound,LEAD,305,Toronto Research Chemicals,Action on target,Vendor
C3051,CPD_biodata,compound,LEAD,305,Toronto Research Chemicals,References,Vendor
C3052,CPD_biodata,compound,LEAD,305,Toronto Research Chemicals,Target,Vendor
C3052,CPD_biodata,compound,LEAD,305,Toronto Research Chemicals,Action on target,Vendor
C3052,CPD_biodata,compound,LEAD,305,Toronto Research Chemicals,References,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,Toronto Research Chemicals,Not found,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,Toronto Research Chemicals,Substance effect,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,Toronto Research Chemicals,Disease,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,Toronto Research Chemicals,References,Vendor
C3055,CPD_biodata,compound,FDA,305,Toronto Research Chemicals,Substance effect,Vendor
C3055,CPD_biodata,compound,FDA,305,Toronto Research Chemicals,Disease,Vendor
C3055,CPD_biodata,compound,FDA,305,Toronto Research Chemicals,References,Vendor
T3051,TAR_biodata,target,gpcr,305,Toronto Research Chemicals,Not found,Vendor
T3052,TAR_biodata,target,gpcr,305,Toronto Research Chemicals,Not found,Vendor
T3053,TAR_biodata,target,transporter,305,Toronto Research Chemicals,Not found,Vendor
C3051,CPD_search,compound,LEAD,305,Tocris,Synonym 1,Vendor
C3051,CPD_search,compound,LEAD,305,Tocris,Synonym 2,Vendor
C3051,CPD_search,compound,LEAD,305,Tocris,CAS number,Vendor
C3052,CPD_search,compound,LEAD,305,Tocris,Synonym 1,Vendor
C3052,CPD_search,compound,LEAD,305,Tocris,Synonym 3,Vendor
C3052,CPD_search,compound,LEAD,305,Tocris,CAS number,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,Tocris,Synonym 1,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,Tocris,Synonym 3,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,Tocris,CAS number,Vendor
C3054,CPD_search,compound,CLINICAL_TRIALS,305,Tocris,Not found,Vendor
C3055,CPD_search,compound,FDA,305,Tocris,Not found,Vendor
T3051,TAR_search,target,gpcr,305,Tocris,Synonym 1,Vendor
T3051,TAR_search,target,gpcr,305,Tocris,Synonym 2,Vendor
T3051,TAR_search,target,gpcr,305,Tocris,Synonym 3,Vendor
T3052,TAR_search,target,gpcr,305,Tocris,Not found,Vendor
T3053,TAR_search,target,transporter,305,Tocris,Synonym 3,Vendor
C3051,CPD_biodata,compound,LEAD,305,Tocris,Target,Vendor
C3051,CPD_biodata,compound,LEAD,305,Tocris,Action on target,Vendor
C3051,CPD_biodata,compound,LEAD,305,Tocris,Toxicology,Vendor
C3051,CPD_biodata,compound,LEAD,305,Tocris,References,Vendor
C3052,CPD_biodata,compound,LEAD,305,Tocris,Target,Vendor
C3052,CPD_biodata,compound,LEAD,305,Tocris,Action on target,Vendor
C3052,CPD_biodata,compound,LEAD,305,Tocris,Disease,Vendor
C3052,CPD_biodata,compound,LEAD,305,Tocris,Toxicology,Vendor
C3052,CPD_biodata,compound,LEAD,305,Tocris,References,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,Tocris,Other form,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,Tocris,Target,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,Tocris,Action on target,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,Tocris,Toxicology,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,Tocris,References,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,Tocris,Not found,Vendor
C3055,CPD_biodata,compound,FDA,305,Tocris,Not found,Vendor
T3051,TAR_biodata,target,gpcr,305,Tocris,Ligand list,Vendor
T3052,TAR_biodata,target,gpcr,305,Tocris,Ligand list,Vendor
T3053,TAR_biodata,target,transporter,305,Tocris,Ligand list,Vendor
C3051,CPD_search,compound,LEAD,305,Cayman,Synonym 1,Vendor
C3051,CPD_search,compound,LEAD,305,Cayman,Synonym 2,Vendor
C3051,CPD_search,compound,LEAD,305,Cayman,CAS number,Vendor
C3052,CPD_search,compound,LEAD,305,Cayman,Synonym 1,Vendor
C3052,CPD_search,compound,LEAD,305,Cayman,Synonym 3,Vendor
C3052,CPD_search,compound,LEAD,305,Cayman,CAS number,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,Cayman,Synonym 1,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,Cayman,Synonym 3,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,Cayman,CAS number,Vendor
C3054,CPD_search,compound,CLINICAL_TRIALS,305,Cayman,Synonym 1,Vendor
C3055,CPD_search,compound,FDA,305,Cayman,Synonym 1,Vendor
C3055,CPD_search,compound,FDA,305,Cayman,Synonym 2,Vendor
C3055,CPD_search,compound,FDA,305,Cayman,Synonym 3,Vendor
C3055,CPD_search,compound,FDA,305,Cayman,CAS number,Vendor
T3051,TAR_search,target,gpcr,305,Cayman,Not found,Vendor
T3052,TAR_search,target,gpcr,305,Cayman,Not found,Vendor
T3053,TAR_search,target,transporter,305,Cayman,Synonym 3,Vendor
C3051,CPD_biodata,compound,LEAD,305,Cayman,Target,Vendor
C3051,CPD_biodata,compound,LEAD,305,Cayman,Action on target,Vendor
C3051,CPD_biodata,compound,LEAD,305,Cayman,Toxicology,Vendor
C3051,CPD_biodata,compound,LEAD,305,Cayman,References,Vendor
C3052,CPD_biodata,compound,LEAD,305,Cayman,Target,Vendor
C3052,CPD_biodata,compound,LEAD,305,Cayman,Action on target,Vendor
C3052,CPD_biodata,compound,LEAD,305,Cayman,Toxicology,Vendor
C3052,CPD_biodata,compound,LEAD,305,Cayman,References,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,Cayman,Other form,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,Cayman,Target,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,Cayman,Action on target,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,Cayman,Toxicology,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,Cayman,References,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,Cayman,Other form,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,Cayman,Target,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,Cayman,Action on target,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,Cayman,Substance effect,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,Cayman,Disease,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,Cayman,Toxicology,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,Cayman,References,Vendor
C3055,CPD_biodata,compound,FDA,305,Cayman,Target,Vendor
C3055,CPD_biodata,compound,FDA,305,Cayman,Action on target,Vendor
C3055,CPD_biodata,compound,FDA,305,Cayman,Substance effect,Vendor
C3055,CPD_biodata,compound,FDA,305,Cayman,Disease,Vendor
C3055,CPD_biodata,compound,FDA,305,Cayman,Toxicology,Vendor
C3055,CPD_biodata,compound,FDA,305,Cayman,References,Vendor
T3051,TAR_biodata,target,gpcr,305,Cayman,Not found,Vendor
T3052,TAR_biodata,target,gpcr,305,Cayman,Not found,Vendor
T3053,TAR_biodata,target,transporter,305,Cayman,Disease,Vendor
C3051,CPD_search,compound,LEAD,305,Santa Cruz,Synonym 1,Vendor
C3051,CPD_search,compound,LEAD,305,Santa Cruz,Synonym 2,Vendor
C3051,CPD_search,compound,LEAD,305,Santa Cruz,CAS number,Vendor
C3052,CPD_search,compound,LEAD,305,Santa Cruz,Synonym 1,Vendor
C3052,CPD_search,compound,LEAD,305,Santa Cruz,Synonym 3,Vendor
C3052,CPD_search,compound,LEAD,305,Santa Cruz,CAS number,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,Santa Cruz,Synonym 1,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,Santa Cruz,Synonym 3,Vendor
C3053,CPD_search,compound,CLINICAL_TRIALS,305,Santa Cruz,CAS number,Vendor
C3054,CPD_search,compound,CLINICAL_TRIALS,305,Santa Cruz,Synonym 1,Vendor
C3054,CPD_search,compound,CLINICAL_TRIALS,305,Santa Cruz,CAS number,Vendor
C3055,CPD_search,compound,FDA,305,Santa Cruz,Synonym 1,Vendor
C3055,CPD_search,compound,FDA,305,Santa Cruz,Synonym 2,Vendor
C3055,CPD_search,compound,FDA,305,Santa Cruz,CAS number,Vendor
T3051,TAR_search,target,gpcr,305,Santa Cruz,Synonym 1,Vendor
T3051,TAR_search,target,gpcr,305,Santa Cruz,Synonym 2,Vendor
T3051,TAR_search,target,gpcr,305,Santa Cruz,Synonym 3,Vendor
T3052,TAR_search,target,gpcr,305,Santa Cruz,Synonym 1,Vendor
T3052,TAR_search,target,gpcr,305,Santa Cruz,Synonym 2,Vendor
T3052,TAR_search,target,gpcr,305,Santa Cruz,Synonym 3,Vendor
T3053,TAR_search,target,transporter,305,Santa Cruz,Synonym 1,Vendor
T3053,TAR_search,target,transporter,305,Santa Cruz,Synonym 2,Vendor
T3053,TAR_search,target,transporter,305,Santa Cruz,Synonym 3,Vendor
C3051,CPD_biodata,compound,LEAD,305,Santa Cruz,Target,Vendor
C3051,CPD_biodata,compound,LEAD,305,Santa Cruz,Action on target,Vendor
C3051,CPD_biodata,compound,LEAD,305,Santa Cruz,Disease,Vendor
C3051,CPD_biodata,compound,LEAD,305,Santa Cruz,Toxicology,Vendor
C3051,CPD_biodata,compound,LEAD,305,Santa Cruz,References,Vendor
C3052,CPD_biodata,compound,LEAD,305,Santa Cruz,Target,Vendor
C3052,CPD_biodata,compound,LEAD,305,Santa Cruz,Action on target,Vendor
C3052,CPD_biodata,compound,LEAD,305,Santa Cruz,Toxicology,Vendor
C3052,CPD_biodata,compound,LEAD,305,Santa Cruz,References,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,Santa Cruz,Other form,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,Santa Cruz,Target,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,Santa Cruz,Action on target,Vendor
C3053,CPD_biodata,compound,CLINICAL_TRIALS,305,Santa Cruz,References,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,Santa Cruz,Other form,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,Santa Cruz,Target,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,Santa Cruz,Action on target,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,Santa Cruz,Substance effect,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,Santa Cruz,Disease,Vendor
C3054,CPD_biodata,compound,CLINICAL_TRIALS,305,Santa Cruz,References,Vendor
C3055,CPD_biodata,compound,FDA,305,Santa Cruz,Target,Vendor
C3055,CPD_biodata,compound,FDA,305,Santa Cruz,Action on target,Vendor
C3055,CPD_biodata,compound,FDA,305,Santa Cruz,References,Vendor
T3051,TAR_biodata,target,gpcr,305,Santa Cruz,Not found,Vendor
T3052,TAR_biodata,target,gpcr,305,Santa Cruz,Not found,Vendor
T3053,TAR_biodata,target,transporter,305,Santa Cruz,Not found,Vendor
C3051,CPD_search,compound,LEAD,305,Reaxys,Synonym 2,Closed
C3051,CPD_search,compound,LEAD,305,Reaxys,CAS number,Closed
C3051,CPD_search,compound,LEAD,305,Reaxys,Structure search,Closed
C3052,CPD_search,compound,LEAD,305,Reaxys,Synonym 1,Closed
C3052,CPD_search,compound,LEAD,305,Reaxys,Synonym 2,Closed
C3052,CPD_search,compound,LEAD,305,Reaxys,CAS number,Closed
C3052,CPD_search,compound,LEAD,305,Reaxys,Structure search,Closed
C3053,CPD_search,compound,CLINICAL_TRIALS,305,Reaxys,Synonym 1,Closed
C3053,CPD_search,compound,CLINICAL_TRIALS,305,Reaxys,Synonym 2,Closed
C3053,CPD_search,compound,CLINICAL_TRIALS,305,Reaxys,Synonym 3,Closed
C3053,CPD_search,compound,CLINICAL_TRIALS,305,Reaxys,CAS number,Closed
C3053,CPD_search,compound,CLINICAL_TRIALS,305,Reaxys,Structure search,Closed
C3054,CPD_search,compound,CLINICAL_TRIALS,305,Reaxys,Synonym 1,Closed
C3054,CPD_search,compound,CLINICAL_TRIALS,305,Reaxys,Synonym 2,Closed
C3054,CPD_search,compound,CLINICAL_TRIALS,305,Reaxys,CAS number,Closed
